listing_id,farmer_id,crop,variety,quantity_tonnes,price_per_quintal,description,harvest_date,listed_at,cluster,district,taluka,village
L4954,F3160,Jowar,CSH-16,7.0,4370.83,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-11-02,2026-07-20,Marathwada,Hingoli,Aundha Nagnath,Aundha Nagnath
L4955,F3161,Soybean,JS 9560,1.23,5381.05,"Healthy Soybean yield this season, sorted and free of visible damage.",2024-11-26,2026-08-15,Marathwada,Nanded,Bhokar,Amdariwadi
L4956,F3161,Cotton,RCH-2 Bt,18.03,8613.08,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-23,2026-08-24,Marathwada,Nanded,Bhokar,Amdariwadi
L4957,F3162,Rice,Ambemohar,9.22,5161.81,"Quality Rice lot from this season, well-dried and properly sorted.",2025-12-12,2026-04-14,Konkan,Raigad,Khalapur,Ajivali
L4958,F3162,Rice,Kolam,6.43,4978.84,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-13,2026-04-09,Konkan,Raigad,Khalapur,Ajivali
L4959,F3163,Soybean,MACS 1281,12.55,7025.85,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-20,2026-05-05,Marathwada,Dharashiv (Osmanabad),Bhum,Mankeshwar
L4960,F3163,Soybean,JS 9560,10.28,5858.76,"Quality Soybean lot from this season, well-dried and properly sorted.",2025-11-28,2026-07-05,Marathwada,Dharashiv (Osmanabad),Bhum,Mankeshwar
L4961,F3164,Areca Nut,Mangala,5.35,47536.76,"Freshly harvested Areca Nut, good grade, cleaned and ready for pickup.",2026-01-27,2026-05-29,Konkan,Ratnagiri,Mandangad,Dandnagari
L4962,F3165,Rice,Ambemohar,14.99,3644.61,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-10-14,2026-06-06,Konkan,Palghar,Vasai,Agashi
L4963,F3166,Ragi,Dapoli-2,8.92,3088.38,"Freshly harvested Ragi, good grade, cleaned and ready for pickup.",2024-10-07,2026-06-10,Konkan,Ratnagiri,Mandangad,Kondgaon
L4964,F3167,Rice,Indrayani,12.41,3819.13,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-23,2026-05-19,Konkan,Palghar,Vasai,Arnala
L4965,F3168,Cashew,Vengurla-8,9.75,16952.44,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-05-03,2026-05-18,Konkan,Sindhudurg,Malwan,Waghavane
L4966,F3169,Field Beans,Local Konkan landrace,2.06,4712.2,"Well-graded Field Beans, stored in dry conditions, ready for immediate sale.",2024-12-11,2026-06-26,Konkan,Raigad,Alibag,Akshi
L4967,F3169,Field Beans,Local Konkan landrace,5.38,3643.51,"Healthy Field Beans yield this season, sorted and free of visible damage.",2025-10-08,2026-05-20,Konkan,Raigad,Alibag,Akshi
L4968,F3170,Rice,IR-64,1.29,4395.55,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-12-11,2026-05-27,Konkan,Palghar,Vikramgad,Dadade
L4969,F3170,Vari,Local Bhagar landrace,10.11,3754.18,"Well-graded Vari, stored in dry conditions, ready for immediate sale.",2024-10-15,2026-06-09,Konkan,Palghar,Vikramgad,Dadade
L4970,F3170,Rice,Karjat-3,5.46,4138.83,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-12-06,2026-07-08,Konkan,Palghar,Vikramgad,Dadade
L4971,F3171,Cotton,Ajeet-155 Bt,19.91,9015.27,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-09,2026-04-16,Marathwada,Hingoli,Basmath,Girgaon
L4972,F3172,Soybean,JS 335,12.87,4971.38,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-09,2026-07-08,Marathwada,Hingoli,Kalamnuri,Dongarkada
L4973,F3173,Cotton,Ajeet-155 Bt,1.06,8833.12,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-23,2026-04-20,Marathwada,Jalna,Partur,Watur
L4974,F3173,Cotton,RCH-2 Bt,11.33,8414.86,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-27,2026-06-13,Marathwada,Jalna,Partur,Watur
L4975,F3174,Cotton,RCH-2 Bt,6.82,8739.49,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-04,2026-07-05,Marathwada,Beed,Patoda,Patoda
L4976,F3174,Tur,BSMR-736,17.76,6035.09,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-30,2026-07-01,Marathwada,Beed,Patoda,Patoda
L4977,F3175,Coconut,Dwarf Green,6.61,4523.12,"Coconut harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-04-15,2026-06-19,Konkan,Sindhudurg,Dodamarg,Talkat
L4978,F3176,Bajra,Shraddha,13.68,3836.01,"Healthy Bajra yield this season, sorted and free of visible damage.",2024-12-25,2026-07-23,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Fulambri
L4979,F3177,Rice,Indrayani,20.34,3731.68,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-12-02,2026-08-16,Konkan,Sindhudurg,Sawantwadi,Madkhol
L4980,F3177,Rice,Karjat-3,24.41,4798.4,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-12-05,2026-07-31,Konkan,Sindhudurg,Sawantwadi,Madkhol
L4981,F3177,Cashew,Konkan Kalpa,2.43,15491.06,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-03-27,2026-06-16,Konkan,Sindhudurg,Sawantwadi,Madkhol
L4982,F3178,Jowar,CSH-16,15.13,4206.49,"Well-graded Jowar, stored in dry conditions, ready for immediate sale.",2024-11-18,2026-06-13,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Ganori
L4983,F3178,Jowar,CSH-25,13.94,4376.3,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-10-28,2026-06-11,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Ganori
L4984,F3179,Sugarcane,Co 86032,28.48,536.63,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-01-19,2026-06-19,Marathwada,Nanded,Hadgaon,Manatha
L4985,F3180,Soybean,JS 9560,1.49,5363.28,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-10-15,2026-04-29,Marathwada,Nanded,Mahur,Wai
L4986,F3180,Jowar,Phule Vasudha,14.02,3429.32,"Freshly harvested Jowar, good grade, cleaned and ready for pickup.",2025-12-19,2026-05-25,Marathwada,Nanded,Mahur,Wai
L4987,F3181,Coconut,T x D hybrid,0.38,5843.75,"Quality Coconut lot from this season, well-dried and properly sorted.",2026-05-27,2026-06-01,Konkan,Sindhudurg,Sawantwadi,Amboli
L4988,F3182,Rice,Indrayani,10.94,4878.28,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-10-07,2026-04-17,Konkan,Raigad,Panvel,Belavali
L4989,F3183,Tur,ICPL-87,19.71,6853.46,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2024-10-06,2026-07-26,Marathwada,Latur,Jalkot,Atnoor
L4990,F3184,Bajra,ICTP-8203,16.32,3021.42,"Bajra harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-27,2026-06-10,Marathwada,Jalna,Jalna,Deomurti
L4991,F3185,Cotton,RCH-2 Bt,6.67,8970.66,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-01,2026-06-07,Marathwada,Dharashiv (Osmanabad),Bhum,Ieet
L4992,F3186,Soybean,MAUS 71,17.7,6918.26,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-24,2026-05-05,Marathwada,Dharashiv (Osmanabad),Bhum,Mankeshwar
L4993,F3187,Vari,Konkan local Vari landrace,14.61,3828.26,"Freshly harvested Vari, good grade, cleaned and ready for pickup.",2025-12-19,2026-07-16,Konkan,Palghar,Dahanu,Dapchari
L4994,F3187,Tur,Vipula,1.46,7035.68,"Healthy Tur yield this season, sorted and free of visible damage.",2024-10-05,2026-05-13,Konkan,Palghar,Dahanu,Dapchari
L4995,F3188,Cotton,DCH-32,1.21,9474.21,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-12,2026-05-27,Marathwada,Hingoli,Hingoli,Digras K.
L4996,F3188,Soybean,JS 20-29,17.33,6956.34,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-05,2026-05-11,Marathwada,Hingoli,Hingoli,Digras K.
L4997,F3188,Soybean,MACS 1281,7.21,6419.3,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-27,2026-06-01,Marathwada,Hingoli,Hingoli,Digras K.
L4998,F3189,Rice,Kolam,24.91,3557.15,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-11-03,2026-05-26,Konkan,Palghar,Vikramgad,Balapur
L4999,F3190,Cotton,DCH-32,18.18,9468.49,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-28,2026-07-23,Marathwada,Jalna,Partur,Satona Kh.
L5000,F3191,Sugarcane,Phule 265,80.39,596.08,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-02-22,2026-05-05,Marathwada,Nanded,Ardhapur,Lahan
L5001,F3192,Rice,Kolam,15.43,4514.48,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-10-05,2026-06-14,Konkan,Raigad,Pen,Pen Rural
L5002,F3192,Rice,Indrayani,6.38,3937.74,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-11-08,2026-05-11,Konkan,Raigad,Pen,Pen Rural
L5003,F3192,Field Beans,Konkan Val landrace,7.46,4077.69,"Well-graded Field Beans, stored in dry conditions, ready for immediate sale.",2025-12-20,2026-07-27,Konkan,Raigad,Pen,Pen Rural
L5004,F3193,Rice,Kolam,19.8,3962.01,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-15,2026-07-13,Konkan,Sindhudurg,Malwan,Devli
L5005,F3193,Rice,Karjat-3,7.18,5159.66,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-06,2026-07-06,Konkan,Sindhudurg,Malwan,Devli
L5006,F3194,Cashew,Vengurla-8,2.77,17511.5,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-03-22,2026-07-15,Konkan,Sindhudurg,Vaibhavwadi,Vabhave
L5007,F3194,Cashew,Konkan Kalpa,7.4,18748.43,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-03-17,2026-08-12,Konkan,Sindhudurg,Vaibhavwadi,Vabhave
L5008,F3195,Rice,Kolam,24.84,4437.71,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2024-11-06,2026-06-26,Konkan,Raigad,Alibag,Agarsure
L5009,F3195,Rice,IR-64,4.23,4253.92,"Quality Rice lot from this season, well-dried and properly sorted.",2024-10-11,2026-08-06,Konkan,Raigad,Alibag,Agarsure
L5010,F3196,Rice,Karjat-3,1.95,4299.87,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-10-11,2026-06-21,Konkan,Ratnagiri,Dapoli,Anjarla
L5011,F3197,Mango (Alphonso),Alphonso (Hapus),1.96,25741.48,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2026-03-18,2026-05-14,Konkan,Ratnagiri,Khed,Tulashi Kh.
L5012,F3198,Coconut,Dwarf Green,0.88,5025.11,"Coconut harvest, medium-to-large grade, minimal moisture, farm-fresh.",2026-05-25,2026-05-29,Konkan,Sindhudurg,Dodamarg,Panturli
L5013,F3199,Rice,Indrayani,11.54,4924.91,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-03,2026-06-29,Konkan,Raigad,Murud,Agardande
L5014,F3199,Mango (Alphonso),Alphonso (Hapus),6.43,21359.02,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2026-05-14,2026-05-27,Konkan,Raigad,Murud,Agardande
L5015,F3199,Rice,IR-64,22.07,4891.55,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-12-20,2026-06-27,Konkan,Raigad,Murud,Agardande
L5016,F3199,Rice,Ambemohar,19.65,3765.73,"Healthy Rice yield this season, sorted and free of visible damage.",2024-10-16,2026-07-16,Konkan,Raigad,Murud,Agardande
L5017,F3200,Soybean,JS 335,4.08,5506.77,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-10-13,2026-08-25,Marathwada,Latur,Shirur Anantpal,Anandwadi
L5018,F3200,Soybean,JS 20-29,5.83,5472.81,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-12-15,2026-06-25,Marathwada,Latur,Shirur Anantpal,Anandwadi
L5019,F3201,Jowar,Phule Vasudha,7.94,6014.07,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-02,2026-07-22,Marathwada,Parbhani,Purna,Tadkalas
L5020,F3202,Cotton,RCH-2 Bt,10.66,9227.17,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-31,2026-07-03,Marathwada,Beed,Majalgaon,Pathrud
L5021,F3202,Cotton,RCH-2 Bt,6.17,9195.06,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-03,2026-07-14,Marathwada,Beed,Majalgaon,Pathrud
L5022,F3203,Mango (Alphonso),Ratna,7.56,13816.91,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-05-03,2026-06-19,Konkan,Sindhudurg,Kudal,Gaorai
L5023,F3204,Cotton,DCH-32,19.46,9391.39,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-03,2026-06-15,Marathwada,Dharashiv (Osmanabad),Tuljapur,Andur
L5024,F3205,Coconut,Dwarf Green,4.03,5552.21,"Well-graded Coconut, stored in dry conditions, ready for immediate sale.",2026-08-18,2026-08-20,Konkan,Sindhudurg,Kudal,Padave
L5025,F3206,Field Beans,Konkan Val landrace,5.74,4686.0,"Freshly harvested Field Beans, good grade, cleaned and ready for pickup.",2025-12-11,2026-06-04,Konkan,Raigad,Mangaon,Ambarle
L5026,F3206,Field Beans,Konkan Val landrace,7.59,3956.84,"Field Beans harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-23,2026-05-19,Konkan,Raigad,Mangaon,Ambarle
L5027,F3207,Sugarcane,Co 94012,21.11,374.47,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-29,2026-08-09,Marathwada,Parbhani,Gangakhed,Mahatpuri
L5028,F3207,Soybean,JS 20-29,2.89,6037.45,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-11-24,2026-06-13,Marathwada,Parbhani,Gangakhed,Mahatpuri
L5029,F3207,Soybean,JS 20-29,11.86,5505.21,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-11-28,2026-05-13,Marathwada,Parbhani,Gangakhed,Mahatpuri
L5030,F3208,Cotton,Suraj Bt,14.19,8780.33,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-28,2026-01-30,Marathwada,Nanded,Ardhapur,Kamtha Bk.
L5031,F3209,Maize,Pratap Hybrid-1,16.93,1988.33,"Well-graded Maize, stored in dry conditions, ready for immediate sale.",2024-10-15,2026-04-27,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Fulambri
L5032,F3209,Jowar,CSH-25,17.43,4386.38,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-07,2026-07-16,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Fulambri
L5033,F3209,Jowar,CSH-25,15.29,4211.0,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-04,2026-02-16,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Fulambri
L5034,F3210,Chickoo,Cricket Ball,5.0,3323.15,"Well-graded Chickoo, stored in dry conditions, ready for immediate sale.",2026-07-20,2026-07-31,Konkan,Thane,Ambarnath,Chinchpada
L5035,F3210,Ragi,Phule Nachani,9.67,4100.04,"Freshly harvested Ragi, good grade, cleaned and ready for pickup.",2024-11-04,2026-05-25,Konkan,Thane,Ambarnath,Chinchpada
L5036,F3211,Cotton,DCH-32,16.29,9315.04,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-08,2026-06-11,Marathwada,Beed,Majalgaon,Pathrud
L5037,F3212,Field Beans,Konkan Val landrace,9.96,4499.74,"Field Beans harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-16,2026-05-14,Konkan,Raigad,Karjat,Khandape
L5038,F3213,Cotton,DCH-32,5.86,8638.61,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-28,2026-07-20,Marathwada,Nanded,Deglur,Shahapur
L5039,F3214,Mango (Alphonso),Kesar,5.06,26945.33,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2026-05-31,2026-06-03,Konkan,Ratnagiri,Sangameshwar,Wadi Adhishti
L5040,F3214,Mango (Alphonso),Pairi,3.57,14073.41,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2026-03-22,2026-06-23,Konkan,Ratnagiri,Sangameshwar,Wadi Adhishti
L5041,F3215,Cashew,Konkan Kalpa,9.72,15022.57,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-02-04,2026-07-16,Konkan,Sindhudurg,Kankavli,Bandargaon
L5042,F3215,Cashew,Vengurla-7,7.87,19800.78,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2025-04-02,2026-07-12,Konkan,Sindhudurg,Kankavli,Bandargaon
L5043,F3216,Ragi,Dapoli-2,5.22,3667.57,"Healthy Ragi yield this season, sorted and free of visible damage.",2024-12-31,2026-06-07,Konkan,Thane,Bhiwandi,Ambardi
L5044,F3216,Ragi,Dapoli-2,9.91,4009.79,"Well-graded Ragi, stored in dry conditions, ready for immediate sale.",2024-12-22,2026-04-11,Konkan,Thane,Bhiwandi,Ambardi
L5045,F3216,Ragi,Phule Nachani,0.52,3491.7,"Healthy Ragi yield this season, sorted and free of visible damage.",2025-12-18,2026-06-20,Konkan,Thane,Bhiwandi,Ambardi
L5046,F3216,Tur,BDN-711,15.97,6431.02,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-25,2026-06-06,Konkan,Thane,Bhiwandi,Ambardi
L5047,F3217,Tur,ICPL-87,11.28,7475.28,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-26,2026-08-03,Konkan,Thane,Murbad,Dhasai
L5048,F3218,Tur,BDN-711,2.08,7108.48,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2025-10-14,2026-03-29,Konkan,Palghar,Vasai,Agashi
L5049,F3219,Cotton,DCH-32,5.25,8894.88,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-27,2026-07-23,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Paithan,Pirachi)
L5050,F3220,Cotton,RCH-2 Bt,6.29,8427.41,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-12,2026-07-22,Marathwada,Nanded,Dharmabad,Jarikot
L5051,F3221,Areca Nut,Mangala,4.08,53896.88,"Areca Nut harvest, medium-to-large grade, minimal moisture, farm-fresh.",2026-01-14,2026-06-25,Konkan,Ratnagiri,Mandangad,Kondgaon
L5052,F3222,Cotton,Bt Cotton (Bollgard II hybrid),17.24,9123.91,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-13,2026-07-02,Marathwada,Dharashiv (Osmanabad),Paranda,Kangalgaon
L5053,F3223,Sugarcane,Phule 265,96.87,404.6,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-02-13,2026-06-14,Marathwada,Nanded,Himayatnagar,Sarsam
L5054,F3223,Sugarcane,Phule 265,99.36,342.58,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-01-31,2026-07-08,Marathwada,Nanded,Himayatnagar,Sarsam
L5055,F3224,Soybean,JS 9560,5.1,6754.93,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2025-12-14,2026-06-20,Marathwada,Nanded,Bhokar,Divshi Kh.
L5056,F3224,Soybean,JS 9560,4.96,6572.81,"Quality Soybean lot from this season, well-dried and properly sorted.",2025-10-30,2026-05-04,Marathwada,Nanded,Bhokar,Divshi Kh.
L5057,F3225,Rice,IR-64,14.78,4717.39,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-19,2026-07-12,Konkan,Thane,Murbad,Deogaon
L5058,F3226,Tur,BDN-711,11.49,6207.66,"Healthy Tur yield this season, sorted and free of visible damage.",2025-12-26,2026-05-08,Marathwada,Latur,Deoni,Batanpur
L5059,F3227,Cotton,DCH-32,18.24,9035.81,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-22,2026-05-24,Marathwada,Parbhani,Jintur,Bori
L5060,F3228,Soybean,MAUS 71,1.75,4956.79,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-12-09,2026-05-13,Marathwada,Parbhani,Manwath,Kolha
L5061,F3228,Tur,Phule Rajeshwari,9.78,7378.97,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2024-11-03,2026-06-24,Marathwada,Parbhani,Manwath,Kolha
L5062,F3229,Ragi,Dapoli-1,9.78,3784.23,"Quality Ragi lot from this season, well-dried and properly sorted.",2024-10-25,2026-07-06,Konkan,Raigad,Khalapur,Ambivali T. Wankhal
L5063,F3229,Vari,Local Bhagar landrace,19.86,4404.11,"Well-graded Vari, stored in dry conditions, ready for immediate sale.",2025-11-25,2026-05-28,Konkan,Raigad,Khalapur,Ambivali T. Wankhal
L5064,F3230,Cotton,Ajeet-155 Bt,5.82,8560.21,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-25,2026-07-05,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Phulambri,Babra
L5065,F3231,Cashew,Vengurla-8,3.77,21032.45,"Raw Cashew nuts, good kernel count, sun-dried, low moisture.",2026-05-25,2026-06-03,Konkan,Raigad,Mangaon,Ambarle
L5066,F3232,Bajra,Saburi,8.31,3195.49,"Bajra harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-31,2026-06-24,Marathwada,Jalna,Ambad,Shahagad
L5067,F3233,Sugarcane,CoVSI 09292,89.24,533.39,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-02,2026-07-26,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Sillod,Shivna
L5068,F3234,Mango (Alphonso),Ratna,7.97,21359.47,"Ripe-to-eat Alphonso, export grade, naturally ripened, no chemical treatment.",2025-03-31,2026-04-18,Konkan,Ratnagiri,Sangameshwar,Devrukh
L5069,F3234,Areca Nut,Mangala,4.19,42155.0,"Quality Areca Nut lot from this season, well-dried and properly sorted.",2025-12-16,2026-05-13,Konkan,Ratnagiri,Sangameshwar,Devrukh
L5070,F3235,Soybean,JS 9560,9.07,6220.0,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-05,2026-06-06,Marathwada,Beed,Ambajogai,Jogaiwadi
L5071,F3236,Jowar,Phule Yashoda,14.66,5344.27,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-12-15,2026-06-29,Marathwada,Parbhani,Manwath,Kolha
L5072,F3236,Jowar,Phule Yashoda,17.71,4495.4,"Freshly harvested Jowar, good grade, cleaned and ready for pickup.",2025-12-16,2026-07-12,Marathwada,Parbhani,Manwath,Kolha
L5073,F3236,Jowar,CSH-16,17.25,6083.08,"Healthy Jowar yield this season, sorted and free of visible damage.",2025-10-22,2026-06-10,Marathwada,Parbhani,Manwath,Kolha
L5074,F3236,Soybean,MACS 1281,10.12,5945.09,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2025-12-18,2026-07-20,Marathwada,Parbhani,Manwath,Kolha
L5075,F3237,Soybean,JS 335,6.6,5819.16,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-12-16,2026-06-16,Marathwada,Hingoli,Hingoli,Narsi
L5076,F3238,Bajra,ICTP-8203,16.86,2791.57,"Quality Bajra lot from this season, well-dried and properly sorted.",2025-12-02,2026-06-13,Marathwada,Beed,Ashti,Kada
L5077,F3238,Tur,BDN-711,13.65,6115.45,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2024-11-06,2026-07-06,Marathwada,Beed,Ashti,Kada
L5078,F3239,Cotton,DCH-32,2.47,9374.98,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-14,2026-06-10,Marathwada,Nanded,Kandhar,Kurla
L5079,F3240,Sugarcane,CoM 0265,121.21,374.55,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-11-16,2026-07-09,Marathwada,Beed,Patoda,Patoda
L5080,F3240,Sugarcane,Co 740,74.1,576.95,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-03-08,2026-07-05,Marathwada,Beed,Patoda,Patoda
L5081,F3241,Bajra,Shraddha,12.07,2977.07,"Freshly harvested Bajra, good grade, cleaned and ready for pickup.",2024-12-24,2026-06-19,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Khuldabad,Kasabkheda
L5082,F3241,Maize,African Tall,17.76,2403.49,"Well-graded Maize, stored in dry conditions, ready for immediate sale.",2025-11-17,2026-05-20,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Khuldabad,Kasabkheda
L5083,F3241,Maize,Pratap Hybrid-1,17.02,2568.07,"Well-graded Maize, stored in dry conditions, ready for immediate sale.",2024-10-29,2026-05-18,Marathwada,Chhatrapati Sambhajinagar (Aurangabad),Khuldabad,Kasabkheda
L5084,F3242,Udid,TAU-1,14.19,8447.8,"Well-graded Udid, stored in dry conditions, ready for immediate sale.",2024-12-25,2026-05-17,Konkan,Thane,Murbad,Deogaon
L5085,F3243,Soybean,MAUS 71,11.78,5012.23,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-11-16,2026-08-11,Marathwada,Parbhani,Sailu,Walour
L5086,F3244,Sugarcane,Co 86032,39.96,331.1,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-11-24,2026-07-27,Marathwada,Parbhani,Sailu,Walour
L5087,F3244,Cotton,RCH-2 Bt,5.48,9014.68,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-11,2026-07-15,Marathwada,Parbhani,Sailu,Walour
L5088,F3245,Tur,BSMR-736,3.97,7902.3,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-21,2026-05-26,Marathwada,Latur,Shirur Anantpal,Ajani Bk.
L5089,F3245,Tur,BDN-711,19.67,6956.64,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2024-12-07,2026-06-05,Marathwada,Latur,Shirur Anantpal,Ajani Bk.
L5090,F3245,Sugarcane,Co 740,51.44,507.74,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-01-12,2026-07-10,Marathwada,Latur,Shirur Anantpal,Ajani Bk.
L5091,F3246,Tur,BDN-711,19.54,6622.94,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2025-12-09,2026-07-05,Marathwada,Parbhani,Purna,Yerndeshwar
L5092,F3246,Tur,ICPL-87,16.74,6191.96,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-05,2026-05-03,Marathwada,Parbhani,Purna,Yerndeshwar
L5093,F3247,Cotton,DCH-32,15.18,9407.27,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-13,2026-08-04,Marathwada,Hingoli,Kalamnuri,Shewala
